id,Description ,domain,gd,gd_val,q,q_val,um,um_val,geo,geo_val,country,search_source,source_val,expected_response,,User-Agent
21,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test21,um,0,iptest,1.22.0.1,IN,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
22,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test22,um,1,iptest,23.16.0.1,CA,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
23,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test23,um,1,iptest,3.0.0.1,US,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
24,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test24,um,1,iptest,1.43.255.255,AU,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
25,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test25,um,1,iptest,2.175.255.255,DE,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
26,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test26,um,1,iptest,2.143.255.255,ES,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
27,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test27,um,1,iptest,2.15.255.255,FR,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
28,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test28,um,1,iptest,2.31.255.255,GB,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
29,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test29,um,1,iptest,2.47.255.255,IT,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
30,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test30,um,1,iptest,1.0.31.255,JP,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
31,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test31,um,1,iptest,5.2.79.255,NL,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
32,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test32,um,1,iptest,14.1.63.255,NZ,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
33,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test33,um,1,iptest,31.31.128.1,BE,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
34,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test34,um,1,iptest,5.44.127.255,CH,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
35,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test35,um,1,iptest,78.141.128.0,LU,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
36,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test36,um,1,iptest,5.100.176.1,NO,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
37,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test37,um,1,iptest,37.33.0.1,FI,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
38,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test38,um,1,iptest,2.248.0.1,SE,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
39,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test39,um,1,iptest,5.198.144.2,AT,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
40,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test40,um,1,iptest,2.104.0.0,DK,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
41,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test41,um,1,iptest,143.54.0.1,BR,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
42,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test39,um,1,iptest,1.22.0.1,IN,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
43,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test40,um,2,iptest,23.16.0.1,CA,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
44,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test41,um,2,iptest,3.0.0.1,US,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
45,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test43,um,2,iptest,1.43.255.255,AU,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
46,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test44,um,2,iptest,2.175.255.255,DE,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
47,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test45,um,2,iptest,2.143.255.255,ES,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
48,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test46,um,2,iptest,2.15.255.255,FR,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
49,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test47,um,2,iptest,2.31.255.255,GB,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
50,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test48,um,2,iptest,2.47.255.255,IT,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
51,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test49,um,2,iptest,1.0.31.255,JP,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
52,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test50,um,2,iptest,5.2.79.255,NL,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
53,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test39,um,2,iptest,14.1.63.255,NZ,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
54,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test40,um,2,iptest,31.31.128.1,BE,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
55,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test41,um,2,iptest,5.44.127.255,CH,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
56,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test52,um,2,iptest,78.141.128.0,LU,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
57,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test53,um,2,iptest,5.100.176.1,NO,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
58,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test54,um,2,iptest,37.33.0.1,FI,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
59,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test55,um,2,iptest,2.248.0.1,SE,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
60,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test56,um,2,iptest,5.198.144.2,AT,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
61,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test57,um,2,iptest,2.104.0.0,DK,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
62,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test58,um,2,iptest,143.54.0.1,BR,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
63,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test59,um,2,iptest,1.22.0.1,IN,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
64,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test39,um,3,iptest,23.16.0.1,CA,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
65,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test40,um,3,iptest,3.0.0.1,US,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
66,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test41,um,3,iptest,1.43.255.255,AU,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
67,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test61,um,3,iptest,2.175.255.255,DE,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
68,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test62,um,3,iptest,2.143.255.255,ES,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
69,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test63,um,3,iptest,2.15.255.255,FR,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
70,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test64,um,3,iptest,2.31.255.255,GB,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
71,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test65,um,3,iptest,2.47.255.255,IT,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
72,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test66,um,3,iptest,1.0.31.255,JP,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
73,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test67,um,3,iptest,5.2.79.255,NL,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
74,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test68,um,3,iptest,14.1.63.255,NZ,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
75,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test39,um,3,iptest,31.31.128.1,BE,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
76,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test40,um,3,iptest,5.44.127.255,CH,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
77,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test41,um,3,iptest,78.141.128.0,LU,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
78,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test70,um,3,iptest,5.100.176.1,NO,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
79,Allocation mode 0,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test71,um,3,iptest,37.33.0.1,FI,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
